town_code,town,district,region,population,website,email,source,status
509124,Závadka nad Hronom,Brezno,Banskobystrický kraj,2300,https://www.zavadkanadhronom.sk,starosta.zavadka@mail.t-com.sk,xls,ok
517461,Bytča,Bytča,Žilinský kraj,11367,https://www.bytca.sk,podatelna@bytca.sk,guessed,ok
581984,Hlboké nad Váhom,Bytča,Žilinský kraj,933,https://www.hlbokenadvahom.info,obec.hlboke@stonline.sk,xls,ok
517623,Hvozdnica,Bytča,Žilinský kraj,1195,https://hvozdnica.sk,starosta@hvozdnica.sk,guessed,ok
517631,Jablonové - Bytča,Bytča,Žilinský kraj,908,,,none,no_website
517674,Kolárovice,Bytča,Žilinský kraj,1814,https://www.kolarovice.eu,obec@kolarovice.eu,xls,ok
517691,Kotešová,Bytča,Žilinský kraj,2091,https://www.obeckotesova.sk,peter.mozolik@mail.t-com.sk,xls,ok
517798,Maršová - Rašov,Bytča,Žilinský kraj,1005,https://www.marsova-rasov.sk,,guessed,no_email
517861,Petrovice,Bytča,Žilinský kraj,1609,https://www.obecpetrovice.sk,urad@obecpetrovice.sk,guessed,ok
517895,Predmier,Bytča,Žilinský kraj,1353,https://predmier.sk,obecnyurad@predmier.sk,guessed,ok
518018,Štiavnik,Bytča,Žilinský kraj,4027,https://www.stiavnik.sk,starosta@stiavnik.sk,guessed,ok
517992,Súľov - Hradná,Bytča,Žilinský kraj,968,https://sulov-hradna.sk,starosta@sulov-hradna.sk,guessed,ok
518085,Veľké Rovné,Bytča,Žilinský kraj,3745,https://www.velkerovne.sk,starosta@velkerovne.sk,xls,ok
509132,Čadca,Čadca,Žilinský kraj,23822,https://www.info.sk/vyhladavanie/?q=%C4%8Dadca,sekretariat@mestocadca.sk,guessed,ok
509159,Čierne,Čadca,Žilinský kraj,4447,https://www.obeccierne.sk,sekretariat@obeccierne.sk,guessed,ok
509167,Dlhá nad Kysucou,Čadca,Žilinský kraj,614,,obec.dnk@gmail.com,none,no_website
509183,Dunajov,Čadca,Žilinský kraj,1152,https://www.dunajov.sk/sk,obecdunajov@mail.t-com.sk,guessed,ok
509213,Klokočov - Čadca,Čadca,Žilinský kraj,2273,,,none,no_website
509221,Klubina,Čadca,Žilinský kraj,534,https://klubina.sk,ou.klubina@gmail.com,guessed,ok
509230,Korňa,Čadca,Žilinský kraj,1982,https://www.korna.sk/sk,oukorna@gmail.com,guessed,ok
509248,Krásno nad Kysucou,Čadca,Žilinský kraj,6776,https://www.mestokrasno.sk,primator@mestokrasno.sk,xls,ok
509299,Makov,Čadca,Žilinský kraj,1729,https://www.makov.sk,starosta@makov.sk,guessed,ok
509311,Nová Bystrica,Čadca,Žilinský kraj,2701,https://www.novabystrica.sk,jozef.balacin@novabystrica.sk,xls,ok
509337,Olešná,Čadca,Žilinský kraj,1924,https://www.obecolesna.sk/sk,urad@obecolesna.sk,guessed,ok
509345,Oščadnica,Čadca,Žilinský kraj,5729,https://www.oscadnica.sk,oscadnica@oscadnica.sk,guessed,ok
509361,Podvysoká,Čadca,Žilinský kraj,1341,https://www.podvysoka.sk,starosta@podvysoka.sk,guessed,ok
509396,Radôstka,Čadca,Žilinský kraj,802,https://www.radostka.sk,radostka@radostka.sk,guessed,ok
509400,Raková,Čadca,Žilinský kraj,5567,https://www.rakova.sk/sk,rakova@rakova.sk,guessed,ok
509451,Skalité,Čadca,Žilinský kraj,5250,https://www.skalite.sk,podatelna@skalite.sk,guessed,ok
509477,Stará Bystrica,Čadca,Žilinský kraj,2754,https://www.starabystrica.sk,starabystrica@starabystrica.sk,xls,ok
509485,Staškov,Čadca,Žilinský kraj,2805,https://www.staskov.sk/sk,obecstaskov@stonline.sk,guessed,ok
509493,Svrčinovec,Čadca,Žilinský kraj,3466,https://www.svrcinovec.sk,obec@svrcinovec.sk,guessed,ok
509507,Turzovka,Čadca,Žilinský kraj,7496,https://www.turzovka.sk,primator@turzovka.sk,guessed,ok
509515,Vysoká nad Kysucou,Čadca,Žilinský kraj,2608,https://www.vysokanadkysucou.sk,obec@vysokanadkysucou.sk,xls,ok
509523,Zákopčie,Čadca,Žilinský kraj,1753,https://www.zakopcie.sk,obec@zakopcie.sk,guessed,ok
509531,Zborov nad Bystricou,Čadca,Žilinský kraj,2201,https://www.zborovnadbystricou.sk,starosta@zborovnadbystricou.sk,xls,ok
518263,Detva,Detva,Banskobystrický kraj,14475,https://www.detva.sk,maria.miklianova@detva.sk,guessed,ok
518271,Detvianska Huta,Detva,Banskobystrický kraj,675,https://www.detvianskahuta.sk           www.detvianskahuta.ou.sk,obec.dh@gmail.com,xls,ok
518379,Dúbravy,Detva,Banskobystrický kraj,949,https://www.dubravy.sk,obec@dubravy.sk,guessed,ok
518450,Horný Tisovník,Detva,Banskobystrický kraj,175,https://www.hornytisovnik.sk,htisovnik@podpolanou.sk,xls,ok
518468,Hriňová,Detva,Banskobystrický kraj,7390,https://www.hrinova.sk,primator@hrinova.sk,guessed,ok
518492,Klokoč,Detva,Banskobystrický kraj,486,https://www.klokoc.sk,obec@klokoc.sk,guessed,ok
580520,Korytárky,Detva,Banskobystrický kraj,963,https://www.korytarky.sk,gdpr@no-one.sk,guessed,ok
518549,Kriváň,Detva,Banskobystrický kraj,1757,https://www.obeckrivan.sk,starosta@obeckrivan.sk,guessed,ok
511510,Látky,Detva,Banskobystrický kraj,592,https://www.obeclatky.sk,starosta@obeclatky.sk,guessed,ok
511731,Podkriváň,Detva,Banskobystrický kraj,570,https://www.obecpodkrivan.sk,info@webex.sk,guessed,ok
518794,Slatinské Lazy,Detva,Banskobystrický kraj,546,https://www.lazy.sk,slatinske@lazy.sk,xls,ok
518816,Stará Huta,Detva,Banskobystrický kraj,327,https://www.obecstarahuta.sk,starosta@obecstarahuta.sk,xls,ok
518824,Stožok,Detva,Banskobystrický kraj,1067,https://www.stozok.sk,sekretariat@stozok.sk,guessed,ok
518921,Vígľaš,Detva,Banskobystrický kraj,1577,https://www.viglas.net,starosta@viglas.net,xls,ok
518930,Vígľašská Huta - Kalinka,Detva,Banskobystrický kraj,323,,,none,no_website
580813,Bziny,Dolný Kubín,Žilinský kraj,580,https://www.bziny.ocu.sk,bziny@zoznam.sk,xls,ok
509698,Chlebnice,Dolný Kubín,Žilinský kraj,1617,https://www.obecchlebnice.sk,info@chlebnice.sk,guessed,ok
509639,Dlhá nad Oravou,Dolný Kubín,Žilinský kraj,1443,https://www.dlhanadoravou.sk,starosta@dlhanadoravou.sk,xls,ok
509540,Dolný Kubín,Dolný Kubín,Žilinský kraj,18608,https://www.dolnykubin.sk,primator@dolnykubin.sk,xls,ok
509671,Horná Lehota - Dolný Kubín,Dolný Kubín,Žilinský kraj,559,,,none,no_website
509701,Istebné,Dolný Kubín,Žilinský kraj,1355,https://istebne.sk,ocuistebne@dkubin.sk,guessed,ok
509710,Jasenová,Dolný Kubín,Žilinský kraj,420,https://www.jasenova.sk,info@jasenova.sk,guessed,ok
509744,Kraľovany,Dolný Kubín,Žilinský kraj,431,https://www.obeckralovany.sk,info@obeckralovany.sk,guessed,ok
509761,Krivá,Dolný Kubín,Žilinský kraj,804,https://www.kriva.sk,info@kriva.sk,guessed,ok
509787,Leštiny,Dolný Kubín,Žilinský kraj,284,https://www.obeclestiny.sk,webyportal@webygroup.sk,guessed,ok
509825,Malatiná,Dolný Kubín,Žilinský kraj,824,https://www.obecmalatina.sk,info@obecmalatina.sk,guessed,ok
509833,Medzibrodie nad Oravou,Dolný Kubín,Žilinský kraj,567,https://www.medzibrodienadoravou.ocu.sk,jami01@stonline.sk,xls,ok
509922,Oravská Poruba,Dolný Kubín,Žilinský kraj,1066,https://www.oravskaporuba.sk,starosta@oravskaporuba.sk,xls,ok
509957,Oravský Podzámok,Dolný Kubín,Žilinský kraj,1367,https://www.oravskypodzamok.sk,obec-orpodzamok@mail.t-com.sk,xls,ok
509965,Osádka,Dolný Kubín,Žilinský kraj,169,https://www.osadka.sk,jurak.kopov@gmail.com,guessed,ok
509973,Párnica,Dolný Kubín,Žilinský kraj,932,https://www.parnica.sk,podatelna@parnica.sk,guessed,ok
509990,Pokryváč,Dolný Kubín,Žilinský kraj,163,https://www.obecpokryvac.sk,obecpokryvac@gmail.com,guessed,ok
510009,Pribiš,Dolný Kubín,Žilinský kraj,464,https://www.pribis.sk,starosta@pribis.sk,guessed,ok
510017,Pucov,Dolný Kubín,Žilinský kraj,881,https://www.pucov.sk,info@pucov.sk,guessed,ok
510041,Sedliacka Dubová,Dolný Kubín,Žilinský kraj,537,https://www.sedliackadubova.sk,obec@sedliackadubova.sk,xls,ok
510165,Veličná,Dolný Kubín,Žilinský kraj,1375,https://www.velicna.sk,info@velicna.sk,guessed,ok
510181,Vyšný Kubín,Dolný Kubín,Žilinský kraj,798,https://www.vysnykubin.sk,obec@vysnykubin.sk,xls,ok
510254,Žaškov,Dolný Kubín,Žilinský kraj,1593,https://www.zaskov.sk,obec@zaskov.sk,guessed,ok
510211,Zázrivá,Dolný Kubín,Žilinský kraj,2617,https://zazriva.com,obeczazriva@stonline.sk,guessed,ok
501441,Báč,Dunajská Streda,Trnavský kraj,546,https://www.obecbac.sk,urad@obecbac.sk,guessed,ok
501450,Baka,Dunajská Streda,Trnavský kraj,1094,https://www.obecbaka.sk,obecbaka@stonline.sk,guessed,ok
501468,Baloň,Dunajská Streda,Trnavský kraj,727,https://www.obecbalon.sk,info@obecbalon.sk,guessed,ok
555517,Bellova Ves,Dunajská Streda,Trnavský kraj,330,https://www.bellovaves.sk,obecbellova@gmail.com,xls,ok
501484,Blahová,Dunajská Streda,Trnavský kraj,362,https://www.obecblahova.sk,info@moderneobce.sk,guessed,ok
501492,Blatná na Ostrove,Dunajská Streda,Trnavský kraj,944,https://www.blatnanaostrove.sk,obec@blatnanaostrove.sk,xls,ok
503461,Bodíky,Dunajská Streda,Trnavský kraj,276,https://www.bodiky.sk,sekretariat@bodiky.sk,guessed,ok
501506,Boheľov,Dunajská Streda,Trnavský kraj,349,https://www.bohelov.sk,bohelov@real-net.sk,guessed,ok
501514,Čakany,Dunajská Streda,Trnavský kraj,647,https://www.cakany.sk,podatelna@ocu.cakany.sk,guessed,ok
580554,Čenkovce,Dunajská Streda,Trnavský kraj,1091,https://www.cenkovce.sk,podatelna@cenkovce.sk,guessed,ok
501531,Čiližská Radvaň,Dunajská Streda,Trnavský kraj,1165,https://www.czilizradvany.sk,obec.radvan@gmail.com,xls,ok
501549,Dobrohošť,Dunajská Streda,Trnavský kraj,519,https://dobrohost.sk,obec@dobrohost.sk,guessed,ok
501557,Dolný Bar,Dunajská Streda,Trnavský kraj,791,https://www.dolnybar.ocu.sk,obec.dolnybar@stonline.sk,xls,ok
501611,Dolný Štál,Dunajská Streda,Trnavský kraj,1888,https://www.alistal.sk,alistal1@alistal.sk,xls,ok
501433,Dunajská Streda,Dunajská Streda,Trnavský kraj,22652,https://dunajska-streda.sk,primator@dunstreda.eu,guessed,ok
555541,Dunajský Klátov,Dunajská Streda,Trnavský kraj,731,https://www.dunajskyklatov.sk,ocudunklatov@stonline.sk,xls,ok
501573,Gabčíkovo,Dunajská Streda,Trnavský kraj,5456,https://www.gabcikovo.sk,info@gabcikovo.sk,guessed,ok
501581,Holice,Dunajská Streda,Trnavský kraj,2091,https://www.gelle.sk,ocu@obecholice.sk,guessed,ok
501590,Horná Potôň,Dunajská Streda,Trnavský kraj,2133,https://www.hornapoton.sk,obec@hornapoton.sk,xls,ok
555568,Horné Mýto,Dunajská Streda,Trnavský kraj,920,https://www.horne-myto.sk,szalayova@vianema.eu,guessed,ok
501603,Horný Bar,Dunajská Streda,Trnavský kraj,1244,https://www.hornybar.sk,ouhornybar@stonline.sk,xls,ok
501620,Hubice,Dunajská Streda,Trnavský kraj,623,https://www.hubice.sk,hubice@hubice.sk,guessed,ok
501638,Hviezdoslavov,Dunajská Streda,Trnavský kraj,2286,https://www.hviezdoslavov.sk,obecny@hviezdoslavov.sk,guessed,ok
501654,Jahodná,Dunajská Streda,Trnavský kraj,1603,https://www.obecjahodna.sk,stavebnyurad@obecjahodna.sk,guessed,ok
501662,Janíky,Dunajská Streda,Trnavský kraj,918,https://www.janiky.sk,obec@janiky.sk,guessed,ok
501671,Jurová,Dunajská Streda,Trnavský kraj,470,https://www.jurova.sk,obec@jurova.sk,guessed,ok
501689,Kľúčovec,Dunajská Streda,Trnavský kraj,363,https://klucovec.sk,podatelna@klucovec.sk,guessed,ok
501697,Kostolné Kračany,Dunajská Streda,Trnavský kraj,1392,https://www.kostolnekracany.sk,kostolnekracany@nextra.sk,xls,ok
501701,Kráľovičove Kračany,Dunajská Streda,Trnavský kraj,1094,,kral.kracany@nextra.sk,none,no_website
501719,Kútniky,Dunajská Streda,Trnavský kraj,1443,https://www.kutniky.sk,ocukutniky@kutniky.sk,guessed,ok
501727,Kvetoslavov,Dunajská Streda,Trnavský kraj,1670,https://www.obeckvetoslavov.sk,podatelna@obeckvetoslavov.sk,guessed,ok
580597,Kyselica,Dunajská Streda,Trnavský kraj,200,https://www.obeckyselica.sk,obeckyselica@gmail.com,guessed,ok
501735,Lehnice,Dunajská Streda,Trnavský kraj,2881,https://www.obeclehnice.sk,info@lehnice.sk,guessed,ok
501743,Lúč na Ostrove,Dunajská Streda,Trnavský kraj,695,https://www.lucnaostrove.sk,lucs@real-net.sk,xls,ok
555606,Macov,Dunajská Streda,Trnavský kraj,417,https://www.obecmacov.sk,ocumacov@mail.t-com.sk,xls,ok
555649,Mad,Dunajská Streda,Trnavský kraj,575,https://obecmad.sk,starosta@obecmad.sk,guessed,ok
555665,Malé Dvorníky,Dunajská Streda,Trnavský kraj,1172,https://www.maledvorniky.sk,obecmaledvorniky@post.sk,xls,ok
501760,Medveďov,Dunajská Streda,Trnavský kraj,534,https://medvedov.sk,ocumedvedov@stonline.sk,guessed,ok
501786,Michal na Ostrove,Dunajská Streda,Trnavský kraj,1020,https://www.michalnaostrove.obceinfo.sk,ocumichal@mail.t-com.sk,xls,ok
501778,Mierovo,Dunajská Streda,Trnavský kraj,443,https://www.mierovo.sk,starosta@mierovo.sk,guessed,ok
501930,Ňárad,Dunajská Streda,Trnavský kraj,627,https://obecnarad.sk,kontrolorka.nyarad@gmail.com,guessed,ok
501808,Nový Život,Dunajská Streda,Trnavský kraj,2248,https://www.novyzivot.sk,ou.novyzivot@stonline.sk,xls,ok
501816,Ohrady,Dunajská Streda,Trnavský kraj,1347,https://www.obecohrady.sk,podatelna@obecohrady.sk,guessed,ok
501824,Okoč,Dunajská Streda,Trnavský kraj,3526,https://www.okoc.sk,starosta@okoc.sk,guessed,ok
501832,Oľdza,Dunajská Streda,Trnavský kraj,554,https://www.oldza.sk,obec@oldza.sk,guessed,ok
501859,Orechová Potôň,Dunajská Streda,Trnavský kraj,1626,https://www.orechovapoton.ocu.sk,obec@orechovapoton.sk,xls,ok
501867,Padáň,Dunajská Streda,Trnavský kraj,895,https://padan.sk,oupadan@panelnet.sk,guessed,ok
501883,Pataš,Dunajská Streda,Trnavský kraj,779,https://www.obecpatas.sk,obecpatas@real-net.sk,guessed,ok
582522,Potônske Lúky,Dunajská Streda,Trnavský kraj,281,https://www.potonske-luky.sk,potluky@post.sk,guessed,ok
555720,Povoda,Dunajská Streda,Trnavský kraj,965,https://obecpovoda.sk/hu,oupovoda@madnets.sk,guessed,ok
501891,Rohovce,Dunajská Streda,Trnavský kraj,1163,https://www.rohovce.sk,starosta@rohovce.sk,guessed,ok
501905,Šamorín,Dunajská Streda,Trnavský kraj,13372,https://www.samorin.sk,info@samorin.sk,guessed,ok
501875,Sap,Dunajská Streda,Trnavský kraj,510,https://www.sap.ocu.sk,obec.sap@gmail.com,xls,ok
501913,Štvrtok na Ostrove,Dunajská Streda,Trnavský kraj,1724,https://www.stvrtoknaostrove.sk,starosta@ocustvrtok.sk,xls,ok
501921,Topoľníky,Dunajská Streda,Trnavský kraj,3158,https://www.topolniky.sk,web@topolniky.sk,guessed,ok
555576,Trhová Hradská,Dunajská Streda,Trnavský kraj,2155,https://www.trhovahradska.sk,ocutrhovahradska@real-net.sk,xls,ok
501956,Trnávka - Dunajská Streda,Dunajská Streda,Trnavský kraj,510,,,none,no_website
501964,Trstená na Ostrove,Dunajská Streda,Trnavský kraj,572,https://www.trstenanaostrove.ocu.sk,ocutrstenano@stonline.sk,xls,ok
501972,Veľká Paka,Dunajská Streda,Trnavský kraj,956,https://www.velkapaka.sk,alexander.hunka@velkapaka.sk,xls,ok
501981,Veľké Blahovo,Dunajská Streda,Trnavský kraj,1597,https://www.velkeblahovo.sk,obec.velkeblahovo@stonline.sk,xls,ok
555673,Veľké Dvorníky,Dunajská Streda,Trnavský kraj,1337,https://www.velkedvorniky.sk,jan.urogi@velkedvorniky.sk,xls,ok
501522,Veľký Meder,Dunajská Streda,Trnavský kraj,8595,https://www.velkymeder.sk,primator@velkymeder.sk,xls,ok
555746,Vieska - Dunajská Streda,Dunajská Streda,Trnavský kraj,410,,,none,no_website
501999,Vojka nad Dunajom,Dunajská Streda,Trnavský kraj,454,https://www.vojkanaddunajom.sk,obecvojka@gmail.com,xls,ok
502006,Vrakúň,Dunajská Streda,Trnavský kraj,2736,https://www.vrakun.sk,o.u.vrakun@panelnet.sk,xls,ok
502014,Vydrany,Dunajská Streda,Trnavský kraj,1737,https://www.vydrany.sk,starosta@vydrany.sk,guessed,ok
502022,Zlaté Klasy,Dunajská Streda,Trnavský kraj,3516,https://www.zlateklasy.sk,starosta@zlateklasy.sk,xls,ok
503673,Abrahám,Galanta,Trnavský kraj,1053,https://abraham.sk,urad@abraham.sk,guessed,ok
503690,Čierna Voda,Galanta,Trnavský kraj,1408,https://www.ciernavoda-nyek.sk,ciernavoda@ciernavoda-nyek.sk,xls,ok
503703,Čierny Brod,Galanta,Trnavský kraj,1651,https://www.ciernybrod.sk,obecciernybrod@stonline.sk,xls,ok
555789,Dolná Streda,Galanta,Trnavský kraj,1642,https://www.dolnastreda.sk,ocu.dolnastreda@stonline.sk,xls,ok
503746,Dolné Saliby,Galanta,Trnavský kraj,2002,https://www.dolnesaliby.sk,dolnesaliby@dolnesaliby.sk,xls,ok
503754,Dolný Chotár,Galanta,Trnavský kraj,377,https://www.dolnychotar.sk,oudchotar@gmail.com,xls,ok
503665,Galanta,Galanta,Trnavský kraj,15025,https://www.galanta.sk,info@galanta.sk,guessed,ok
503762,Gáň,Galanta,Trnavský kraj,860,https://www.obecgan.sk,obecgan@obecgan.sk,guessed,ok
503771,Horné Saliby,Galanta,Trnavský kraj,3272,https://www.hornesaliby.sk,hornesaliby@hornesaliby.sk,xls,ok
503789,Hoste,Galanta,Trnavský kraj,446,https://www.hoste-obec.sk,ouhoste@stonline.sk,xls,ok
503827,Jánovce - Galanta,Galanta,Trnavský kraj,496,,,none,no_website
503835,Jelka,Galanta,Trnavský kraj,3964,https://jelka.sk,stavebnyurad@jelka.sk,guessed,ok
503843,Kajal,Galanta,Trnavský kraj,1537,https://www.kajal.sk,kajal@kajal.sk,guessed,ok
503860,Košúty,Galanta,Trnavský kraj,1780,https://www.obeckosuty.sk,obeckosuty@obeckosuty.sk,guessed,ok
503878,Kráľov Brod,Galanta,Trnavský kraj,1078,https://www.kralovbrod.sk,kralov.brod@post.sk,xls,ok
582638,Malá Mača,Galanta,Trnavský kraj,585,https://www.malamaca.sk,obecmalamaca@mail.t-com.sk,xls,ok
555754,Matúškovo,Galanta,Trnavský kraj,2258,https://www.matuskovo.sk,sekretariat@matuskovo.sk,guessed,ok
503924,Mostová,Galanta,Trnavský kraj,1580,https://obecmostova.sk,podatelna@obecmostova.sk,guessed,ok
503959,Pata,Galanta,Trnavský kraj,3186,https://www.obecpata.sk,m.skola@obecpata.sk,guessed,ok
503967,Pusté Sady,Galanta,Trnavský kraj,601,https://www.obecpustesady.sk,obecpustesady@mail.t-com.sk,xls,ok
503975,Pusté Úľany,Galanta,Trnavský kraj,1807,https://www.puste-ulany.sk,ou@pusteulany.sk,xls,ok
504033,Šalgočka,Galanta,Trnavský kraj,469,https://www.salgocka.sk,obecnyurad@salgocka.sk,guessed,ok
504009,Sereď,Galanta,Trnavský kraj,15385,https://www.sered.sk,info@sered.sk,guessed,ok
504041,Šintava,Galanta,Trnavský kraj,1738,https://www.sintava.sk,obec@sintava.sk,guessed,ok
504017,Sládkovičovo,Galanta,Trnavský kraj,5195,https://www.sladkovicovo.sk,sladkovicovo@sladkovicovo.sk,guessed,ok
504050,Šoporňa,Galanta,Trnavský kraj,4149,https://www.soporna.sk,podatelna@soporna.sk,guessed,ok
504076,Tomášikovo,Galanta,Trnavský kraj,1689,https://www.tomasikovo.sk,obec@tomasikovo.sk,guessed,ok
504084,Topoľnica,Galanta,Trnavský kraj,793,https://www.topolnica.sk,starosta@topolnica.sk,guessed,ok
504106,Trstice,Galanta,Trnavský kraj,3786,https://trstice.sk/sk,starosta@trstice.sk,guessed,ok
504114,Váhovce,Galanta,Trnavský kraj,2095,https://www.obecvahovce.sk,info@vahovce.sk,guessed,ok
504122,Veľká Mača,Galanta,Trnavský kraj,2539,https://www.velkamaca.sk,starostavelkamaca@maxnet.sk,xls,ok
504131,Veľké Úľany,Galanta,Trnavský kraj,4706,https://www.velkeulany.sk,ocuvelkeulany@stonline.sk,xls,ok
504149,Veľký Grob,Galanta,Trnavský kraj,1378,https://www.velkygrob.sk,starosta@velkygrob.sk,xls,ok
504157,Vinohrady nad Váhom,Galanta,Trnavský kraj,1612,https://www.vinohradynadvahom.eu,starostka@vinohradynadvahom.eu,xls,ok
504173,Vozokany - Galanta,Galanta,Trnavský kraj,1168,,,none,no_website
504181,Zemianske Sady,Galanta,Trnavský kraj,863,https://www.zemianskesady.sk,ocuzemianskesady@mail.t-com.sk,xls,ok
526509,Gelnica,Gelnica,Košický kraj,6025,https://www.gelnica.sk,webyportal@webygroup.sk,guessed,ok
526541,Helcmanovce,Gelnica,Košický kraj,1419,https://helcmanovce.sk,ivana.macuchova@helcmanovce.sk,guessed,ok
526550,Henclová,Gelnica,Košický kraj,95,https://www.henclova.sk,info@henclova.sk,guessed,ok
543144,Hrišovce,Gelnica,Košický kraj,293,https://www.hrisovce.sk,starosta@hrisovce.sk,guessed,ok
543187,Jaklovce,Gelnica,Košický kraj,1866,https://www.jaklovce.sk,podatelna@jaklovce.sk,guessed,ok
543233,Kluknava,Gelnica,Košický kraj,1539,https://www.kluknava.sk,obec@kluknava.sk,guessed,ok
543241,Kojšov,Gelnica,Košický kraj,706,https://www.kojsov.sk,starosta@kojsov.sk,guessed,ok
543322,Margecany,Gelnica,Košický kraj,1895,https://www.margecany.sk,podatelna@margecany.sk,guessed,ok
543365,Mníšek nad Hnilcom,Gelnica,Košický kraj,1803,https://www.mnisek.sk,obec@mnisek.sk,xls,ok
543373,Nálepkovo,Gelnica,Košický kraj,3546,https://www.nalepkovo.sk,sekretariat@nalepkovo.sk,guessed,ok
